Rank,Item,Major Group,Family Group,Menu Class,Total Net Sales,Total Qty Sold,Avg Price,Discount,Discount Pct,Rev Contribution Pct,Cumulative Rev Pct
967,Rupert Wines Die Ou Bosstok Cins,Beverage,Ent - Red Wine,Dog,5369.71,9,596.63,0.0,0.0,0.0018,99.7401
968,Landskroon Pdv Cabernet Franc 75,Beverage,Ent - Red Wine,Dog,5369.71,9,596.63,0.0,0.0,0.0018,99.7383
969,Cape Of Good Hope Chenin 750ml,Beverage,Ent - White Wine,Dog,5360.69,11,487.34,0.0,0.0,0.0018,99.7419
970,Meerlust Stellenbosch Merlot 201,Beverage,Ent - Red Wine,Dog,5252.39,5,1050.48,0.0,0.0,0.0018,99.7437
971,Warm Apple Crumble ,Food,Hot Dessert,Dog,5233.4400000000005,41,127.64,-23.46,-0.45,0.0018,99.7455
972,AW2 Beyerskloof Traildust Pinota,Beverage,Ent - Red Wine,Dog,5130.56,3,1710.19,0.0,0.0,0.0017,99.7472
973,Nitida Semillon,Beverage,Ent - White Wine,Dog,5117.02,19,269.32,0.0,0.0,0.0017,99.7489
974,Ketel One,Beverage,Ent - White Spirits,Plowhorse,5103.48,117,43.62,0.0,0.0,0.0017,99.7506
975,Tuna Linseed Rye,Food,Light Meals,Dog,5089.94,42,121.19,0.0,0.0,0.0017,99.7523
976,Three Ships Single Malt 10 Year,Beverage,Ent - Whiskey,Plowhorse,5084.07,73,69.64,-5.87,-0.12,0.0017,99.754
977,Groot Constantia Chardonay 750ml,Beverage,Ent - White Wine,Dog,5022.26,6,837.04,0.0,0.0,0.0017,99.7557
978,Longavi Gulp Pais 750ml,Beverage,Ent - Red Wine,Dog,5017.75,7,716.82,0.0,0.0,0.0017,99.7574
979,AW Luddite Reserve Shiraz Mourve,Beverage,Ent - Red Wine,Dog,4963.6,5,992.72,0.0,0.0,0.0017,99.7591
980,Spier CWG Organic Chenin Blanc 2,Beverage,Ent - White Wine,Dog,4864.33,6,810.72,0.0,0.0,0.0017,99.7608
981,Tullamore Dew 12 Year,Beverage,Ent - Whiskey,Plowhorse,4765.05,70,68.07,0.0,0.0,0.0016,99.7624
982,Victoria Blue Gin,Beverage,Ent - White Spirits,Plowhorse,4715.42,86,54.83,0.0,0.0,0.0016,99.764
983,Graham Beck Brut Rose NV,Beverage,Ent - Sparkling Wine,Dog,4692.86,7,670.41,0.0,0.0,0.0016,99.7656
984,Black Elephant Two Dogs Sauv/Bla,Beverage,Ent - White Wine,Dog,4690.6,10,469.06,-223.36,-4.55,0.0016,99.7672
985,Heineken Silver NRB 330ml,Beverage,Ent - Beer,Plowhorse,4609.83,83,55.54,0.0,0.0,0.0016,99.7688
986,AW3 Hartenberg CWG Auction Shira,Beverage,Ent - Red Wine,Dog,4602.61,3,1534.2,0.0,0.0,0.0016,99.7704
987,AW Hartenberg Shiraz 2011,Beverage,Ent - Red Wine,Dog,4602.61,3,1534.2,0.0,0.0,0.0016,99.772
988,David & Nadia Plat Bos 750ml,Beverage,Ent - White Wine,Dog,4571.02,5,914.2,-500.87,-9.88,0.0016,99.7736
989,Dalwhinnie 15 Year ,Beverage,Ent - Whiskey,Dog,4566.51,32,142.7,0.0,0.0,0.0016,99.7752
990,Laurent Perrier Alexandra,Beverage,Ent - Sparkling Wine,Dog,4512.36,2,2256.18,0.0,0.0,0.0015,99.7767
991,Upside down Plum Cake with Spice,Food,Cold Dessert,Dog,4495.44,36,124.87,-16.92,-0.37,0.0015,99.7782
992,Alheit Huilkrans 750ml,Beverage,Ent - White Wine,Dog,4494.3099999999995,5,898.86,0.0,0.0,0.0015,99.7797
993,Budweiser Flavoured Beer 330ml,Beverage,Ent - Beer,Plowhorse,4476.26,112,39.97,0.0,0.0,0.0015,99.7812
994,Sandlands Zinfalndel 750ml,Beverage,Ent - Red Wine,Dog,4467.24,5,893.45,0.0,0.0,0.0015,99.7827
995,Boekenhoutkloof Chocolate Block,Beverage,Ent - Red Wine,Dog,4449.19,7,635.6,0.0,0.0,0.0015,99.7842
996,Milo,Food,Ent - Coffee,Plowhorse,4434.570000000001,176,25.2,-41.7,-0.93,0.0015,99.7857
997,David & Nadia Chenin Blanc 750ml,Beverage,Ent - White Wine,Dog,4426.63,8,553.33,0.0,0.0,0.0015,99.7872
998,AW3 Simonsig Mediterraneo 2015 ,Beverage,Ent - White Wine,Dog,4422.11,6,737.02,0.0,0.0,0.0015,99.7887
999,AW5 Jordan Sophia 2015,Beverage,Ent - Red Wine,Dog,4331.87,3,1443.96,0.0,0.0,0.0015,99.7902
1000,KWV The Mentors Grenache Blanc,Beverage,Ent - White Wine,Dog,4274.11,27,158.3,-57.76,-1.33,0.0015,99.7917
1001,Bailey's Cremeux,Food,Cold Dessert,Dog,4264.18,32,133.26,0.0,0.0,0.0014,99.7931
1002,Strawberry Mojito.MGH,Beverage,Ent - Cocktails,Dog,4248.84,39,108.94,-19.85,-0.47,0.0014,99.7945
1003,Stark Conde Sauvignon Blan 750ml,Beverage,Ent - White Wine,Dog,4223.57,5,844.71,0.0,0.0,0.0014,99.7959
1004,Martell X.o 12year,Beverage,Ent - Cognac,Dog,4219.06,10,421.91,0.0,0.0,0.0014,99.7973
1005,Belvedere Peach,Beverage,Ent - White Spirits,Plowhorse,4205.52,86,48.9,-81.22,-1.89,0.0014,99.7987
1006,Momento Grenache Gris,Beverage,Ent - White Wine,Dog,4151.38,33,125.8,0.0,0.0,0.0014,99.8001
1007,Three Ship 10 YO,Beverage,Ent - Whiskey,Plowhorse,4124.3,63,65.47,0.0,0.0,0.0014,99.8015
1008,Hope On Hopkins Gin London Dry,Beverage,Ent - White Spirits,Plowhorse,4073.76,87,46.82,0.0,0.0,0.0014,99.8029
1009,Bernini Bucket x 4,Beverage,Ent - Cooler,Dog,4061.13,23,176.57,0.0,0.0,0.0014,99.8071
1010,De Trafford Straw Wine,Beverage,Ent - Port,Dog,4061.13,3,1353.71,0.0,0.0,0.0014,99.8043
1011,Neil Ellis Cabernet Sauv Magnum,Beverage,Ent - Red Wine,Dog,4061.13,5,812.23,0.0,0.0,0.0014,99.8057
1012,Chicken Ciabatta,Food,Light Meals,Dog,4050.3,34,119.13,-64.98,-1.58,0.0014,99.8085
1013,Famous Grouse,Beverage,Ent - Whiskey,Plowhorse,4028.64,105,38.37,0.0,0.0,0.0014,99.8099
1014,White Hot Choccolate,Food,Ent - Coffee,Plowhorse,4026.84,109,36.94,-14.44,-0.36,0.0014,99.8113
1015,AW6 Rijks Pinotage Reserve 2008,Beverage,Ent - Red Wine,Dog,4025.03,4,1006.26,0.0,0.0,0.0014,99.8127
1016,Fabien Jouves Malbec 750ml,Beverage,Ent - Red Wine,Dog,4020.51,8,502.56,0.0,0.0,0.0014,99.8141
1017,Born of Fire Syrah 750ml,Beverage,Ent - Red Wine,Dog,4020.51,8,502.56,0.0,0.0,0.0014,99.8155
1018,ZAR Bucket 6 Promo,Beverage,Ent - Beer,Dog,3942.9,20,197.14,0.0,0.0,0.0013,99.8168
1019,Gentlemans Jack Bottle,Beverage,Ent - Whiskey,Dog,3942.0,3,1314.0,0.0,0.0,0.0013,99.8181
1020,Paul Cluver Riesling Elgin,Beverage,Ent - White Wine,Dog,3925.75,14,280.41,0.0,0.0,0.0013,99.8194
1021,CD23 - 6 Moet & Chandon Brut Imp,Beverage,Prop - Sparkling Wine,Dog,3925.75,1,3925.75,0.0,0.0,0.0013,99.8207
1022,Devils Peak First Lager 300,Beverage,Ent - Beer,Plowhorse,3858.07,86,44.86,0.0,0.0,0.0013,99.822
1023,Van Ryns Collectors Reserve 20YO,Beverage,Ent - Brandy,Dog,3835.51,1,3835.51,0.0,0.0,0.0013,99.8233
1024,AW5 Groot Constantia Gouverneurs,Beverage,Ent - Red Wine,Dog,3817.46,3,1272.49,0.0,0.0,0.0013,99.8246
1025,Belvedere Cirtus Bottle,Beverage,Ent - White Spirits,Dog,3790.38,3,1263.46,0.0,0.0,0.0013,99.8259
1026,Tonic Water Fitch & Leeds 200ml,Beverage,Ent - Minerals Softdrinks,Plowhorse,3725.41,116,32.12,0.0,0.0,0.0013,99.8272
1027,Cake 8 inch,Food,Dessert Special,Dog,3700.1400000000003,7,528.59,0.0,0.0,0.0013,99.8285
1028,Haute Cab Wht GLS,Beverage,Ent - White Wine,Dog,3682.09,43,85.63,0.0,0.0,0.0013,99.8298
1029,Old Ways Longavi Sauvignon Gris ,Beverage,Ent - White Wine,Dog,3655.01,8,456.88,0.0,0.0,0.0012,99.831
1030,Beetroot Tart with Goat cheese ,Food,Starter,Dog,3636.74,27,134.69,-18.28,-0.5,0.0012,99.8322
1031,Rump & Wing Combo,Food,Main Specials,Dog,3627.4,13,279.03,-403.04,-10.0,0.0012,99.8334
1032,Monis Full Cream,Beverage,Ent - Sherry,Dog,3573.79,10,357.38,0.0,0.0,0.0012,99.8346
1033,Valpre Still 500ml,Beverage,Ent - Minerals Water,Plowhorse,3494.37,91,38.4,-7.22,-0.21,0.0012,99.8418
1034,Devils Peak Zero to Hero Ale,Beverage,Ent - Beer,Plowhorse,3159.38,77,41.03,-75.09,-2.32,0.0011,99.8563
1035,Hunters Extreme NRB 275ml,Beverage,Ent - Cooler,Plowhorse,3091.87,79,39.14,-48.73,-1.55,0.0011,99.8651
1036,Coke Zero Can 200ml,Beverage,Ent - Minerals Softdrinks,Plowhorse,2873.47,77,37.32,0.0,0.0,0.001,99.8781
1037,Devils Peak First Light Beer NRB,Beverage,Ent - Beer,Plowhorse,2804.88,67,41.86,0.0,0.0,0.001,99.8801
1038,Italian Benedict Poached,Food,Breakfast Extra,Plowhorse,2721.86,293,9.29,-44.22,-1.6,0.0009,99.8819
1039,Fiery Chicken Livers,Food,Breakfast Extra,Plowhorse,2554.45,77,33.17,-53.7,-2.06,0.0009,99.89
1040,Tang Apple Sour,Beverage,Ent - Liqueur,Plowhorse,2526.92,67,37.72,-7.22,-0.28,0.0009,99.8909
1041,Whole Fruit,Food,Breakfast Extra,Plowhorse,2391.55,96,24.91,0.0,0.0,0.0008,99.9008
1042,Valpre Sparkling 500ml,Beverage,Ent - Minerals Water,Plowhorse,2391.33,63,37.96,-4.74,-0.2,0.0008,99.9016
1043,Jasmine Tea,Food,Ent - Tea,Plowhorse,2149.96,77,27.92,-12.36,-0.57,0.0007,99.9155
1044,Breakfast Sandwich,Food,Breakfast Extra,Plowhorse,1757.1100000000001,180,9.76,0.0,0.0,0.0006,99.9372
1045,Angostura Bitters,Beverage,Ent - Aperitif,Plowhorse,1747.73,102,17.13,-3.07,-0.18,0.0006,99.9378
1046,Breakfast African,Food,Breakfast Extra,Plowhorse,690.39,375,1.84,0.0,0.0,0.0002,99.9808
1047,Breakfast Royal,Food,Breakfast Extra,Plowhorse,0.0,1100,0.0,0.0,0.0,0.0,99.9998
1048,Wagyu Beef Sausage,Food,Breakfast Extra,Plowhorse,0.0,399,0.0,0.0,0.0,0.0,99.9998
1049,Special ,Food,Breakfast Extra,Plowhorse,0.0,1143,0.0,0.0,0.0,0.0,99.9998
1050,Spanish Omeletes,Food,Breakfast Extra,Plowhorse,0.0,1198,0.0,0.0,0.0,0.0,99.9998
